national_team,team_code,group,roster_player,roster_position,roster_club,matched_player,club,league,season,matches_played,minutes,goals,assists,shots,key_passes,xg,npxg,xa,xg_per90,xa_per90,source,source_url,last_verified,match_confidence,recommended_weight,notes
Mexico,MEX,A,Cesar HUERTA,FW,RSC Anderlecht (BEL),César Saúl Huerta Valera,RSC Anderlecht,Belgian Pro League,2025/2026,11,544,1,0,16,7,1.86,1.86,0.73,0.308,0.121,FootyStats,https://footystats.org/es/players/mexico/cesar-saul-huerta-valera,2026-06-16,footystats_verified,0.4,Full name on FootyStats; club matches RSC Anderlecht.
Morocco,MAR,C,Zakaria EL OUAHDI,DF,KRC Genk (BEL),Zakaria El Ouahdi,KRC Genk,Belgian Pro League,2025/2026,34,2998,8,4,68,48,10.37,10.37,6.83,0.311,0.205,FootyStats,https://footystats.org/players/belgium/zakaria-el-ouahdi,2026-06-16,footystats_verified,0.4,Pro League 2025/2026 league totals; club KRC Genk matches roster.
Morocco,MAR,C,Redouane HALHAL,DF,KV Mechelen (BEL),Redouane Halhal,KV Mechelen,Belgian Pro League,2025/2026,33,2849,2,2,12,7,1.42,1.42,4.69,0.045,0.148,FootyStats,https://footystats.org/players/france/redouane-halhal,2026-06-16,footystats_verified,0.4,Pro League 2025/2026 league totals; club KV Mechelen matches roster.
Sweden,SWE,F,Besfort ZENELI,MF,Royale Union Saint-Gilloise (BEL),Besfort Zeneli,Union Saint-Gilloise,Belgian Pro League,2025/2026,15,765,3,6,16,22,3.19,3.19,4.98,0.375,0.586,FootyStats,https://footystats.org/players/sweden/besfort-zeneli,2026-06-16,footystats_verified,0.4,Pro League 2025/2026 league totals; FootyStats club Union Saint-Gilloise matches roster.
Sweden,SWE,F,Gustaf NILSSON,FW,Club Brugge (BEL),Gustaf Nilsson,Club Brugge,Belgian Pro League,2025/2026,7,39,0,0,4,0,0.32,0.32,0.03,0.738,0.069,FootyStats,https://footystats.org/players/sweden/gustaf-nilsson,2026-06-16,footystats_verified,0.4,Pro League 2025/2026 league totals; club Club Brugge matches roster; limited minutes.
Argentina,ARG,J,Jose LOPEZ,FW,SE Palmeiras (BRA),José Manuel López,Palmeiras,Brazil Serie A,2026,17,1313,6,3,34,21,6.32,6.32,2.92,0.433,0.2,FootyStats,https://footystats.org/players/argentina/jose-manuel-lopez,2026-06-16,footystats_verified,0.4,FootyStats club Palmeiras matches roster SE Palmeiras; Serie A 2026 league totals.
Brazil,BRA,C,Alex ALEX SANDRO,DF,CR Flamengo (BRA),Alex Sandro,Flamengo,Brazil Serie A,2026,13,1069,0,0,2,9,0.11,0.11,1.32,0.009,0.111,FootyStats,https://footystats.org/players/brazil/alex-sandro,2026-06-16,footystats_verified,0.4,FootyStats club Flamengo matches roster CR Flamengo; Serie A 2026 league totals.
Brazil,BRA,C,Neymar NEYMAR JR,FW,Santos FC (BRA),Neymar,Santos,Brazil Serie A,2026,8,686,4,2,21,17,3.94,3.24,2.29,0.517,0.3,FootyStats,https://footystats.org/players/brazil/neymar,2026-06-16,footystats_verified,0.4,FootyStats club Santos matches roster Santos FC; Serie A 2026 league totals.
Brazil,BRA,C,Weverton WEVERTON,GK,Grêmio FBPA (BRA),Weverton Pereira da Silva,Grêmio,Brazil Serie A,2026,17,1530,0,1,0,2,0,0,1.26,0.0,0.074,FootyStats,https://footystats.org/players/brazil/weverton-pereira-da-silva,2026-06-16,footystats_verified,0.4,FootyStats club Grêmio matches roster Grêmio FBPA; Serie A 2026 league totals.
Brazil,BRA,C,Leonardo LEO PEREIRA,DF,CR Flamengo (BRA),Leonardo Pereira,Flamengo,Brazil Serie A,2026,14,1231,1,0,16,5,1.53,1.53,2.12,0.112,0.155,FootyStats,https://footystats.org/players/brazil/leonardo-pereira,2026-06-16,footystats_verified,0.4,FootyStats club Flamengo matches roster CR Flamengo; Serie A 2026 league totals.
Brazil,BRA,C,Danilo DANILO SANTOS,MF,Botafogo (BRA),Danilo Oliveira,Botafogo,Brazil Serie A,2026,11,981,7,2,24,19,6,6,2.69,0.55,0.247,FootyStats,https://footystats.org/players/brazil/danilo-oliveira,2026-06-16,footystats_verified,0.4,FootyStats club Botafogo matches roster; Serie A 2026 league totals.
Colombia,COL,K,Jorge CARRASCAL,MF,CR Flamengo (BRA),Jorge Andrés Carrascal Guardo,Flamengo,Brazil Serie A,2026,13,616,2,1,19,18,2.6,2.6,1.84,0.38,0.269,FootyStats,https://footystats.org/players/colombia/jorge-andres-carrascal-guardo,2026-06-16,footystats_verified,0.4,FootyStats club Flamengo matches roster CR Flamengo; Serie A 2026 league totals.
Colombia,COL,K,Juan PORTILLA,MF,Athletico Paranaense (BRA),Juan Camilo Portilla Orozco,Atlético PR,Brazil Serie A,2026,15,800,0,0,6,3,0.35,0.35,0.77,0.039,0.087,FootyStats,https://footystats.org/players/colombia/juan-camilo-portilla-orozco,2026-06-16,footystats_verified,0.4,FootyStats club Atlético PR matches roster Athletico Paranaense; Serie A 2026 league totals.
Ecuador,ECU,E,Felix TORRES,DF,SC Internacional (BRA),Felix Eduardo Torres Caicedo,Internacional,Brazil Serie A,2026,12,948,1,0,9,4,1.85,1.85,0.91,0.176,0.086,FootyStats,https://footystats.org/players/ecuador/felix-eduardo-torres-caicedo,2026-06-16,footystats_verified,0.4,FootyStats club Internacional matches roster SC Internacional; Serie A 2026 league totals.
Ecuador,ECU,E,Alan MINDA,MF,Atlético Mineiro (BRA),Alan Minda,Atlético Mineiro,Brazil Serie A,2026,8,327,2,0,11,7,2.21,2.21,0.41,0.608,0.113,FootyStats,https://footystats.org/players/ecuador/alan-minda,2026-06-16,footystats_verified,0.4,FootyStats club Atlético Mineiro matches roster; Serie A 2026 league totals.
Ecuador,ECU,E,Gonzalo PLATA,FW,CR Flamengo (BRA),Gonzalo Plata,Flamengo,Brazil Serie A,2026,9,539,2,2,21,9,3.27,3.27,1.86,0.546,0.311,FootyStats,https://footystats.org/players/ecuador/gonzalo-plata,2026-06-16,footystats_verified,0.4,FootyStats club Flamengo matches roster CR Flamengo; Serie A 2026 league totals.
Ecuador,ECU,E,Alan FRANCO,MF,Atlético Mineiro (BRA),Alan Steven Franco Palma,Atlético Mineiro,Brazil Serie A,2026,3,226,0,0,0,0,0,0,0.18,0.0,0.072,FootyStats,https://footystats.org/players/ecuador/alan-steven-franco-palma,2026-06-16,footystats_verified,0.4,FootyStats club Atlético Mineiro matches roster; Serie A 2026 league totals.
Netherlands,NED,F,Memphis DEPAY,FW,SC Corinthians (BRA),Memphis Depay,Corinthians,Brazil Serie A,2026,8,465,1,0,6,8,1.04,1.04,0.67,0.201,0.13,FootyStats,https://footystats.org/players/netherlands/memphis-depay,2026-06-16,footystats_verified,0.4,FootyStats club Corinthians matches roster SC Corinthians; Serie A 2026 league totals.
Paraguay,PAR,D,Fabian BALBUENA,DF,Grêmio FBPA (BRA),Fabián Balbuena,Grêmio,Brazil Serie A,2026,7,586,0,0,1,0,0.05,0.05,0.76,0.008,0.117,FootyStats,https://footystats.org/players/paraguay/fabian-balbuena,2026-06-16,footystats_verified,0.4,FootyStats club Grêmio matches roster Grêmio FBPA; Serie A 2026 league totals.
Paraguay,PAR,D,Junior ALONSO,DF,Atlético Mineiro (BRA),Júnior Alonso,Atlético Mineiro,Brazil Serie A,2026,10,900,0,0,5,3,0.29,0.29,1.02,0.029,0.102,FootyStats,https://footystats.org/players/paraguay/junior-alonso,2026-06-16,footystats_verified,0.4,FootyStats club Atlético Mineiro matches roster; Serie A 2026 league totals.
Paraguay,PAR,D,Ramon SOSA,MF,SE Palmeiras (BRA),Ramón Sosa Acosta,Palmeiras,Brazil Serie A,2026,15,686,2,1,13,11,2.12,2.12,1.28,0.278,0.168,FootyStats,https://footystats.org/players/paraguay/ramon-sosa-acosta,2026-06-16,footystats_verified,0.4,FootyStats club Palmeiras matches roster SE Palmeiras; Serie A 2026 league totals.
Paraguay,PAR,D,Mauricio MAURICIO,MF,SE Palmeiras (BRA),Mauricio,Palmeiras,Brazil Serie A,2026,15,943,1,1,22,10,2.81,2.81,1.43,0.268,0.136,FootyStats,https://footystats.org/players/brazil/mauricio,2026-06-16,footystats_verified,0.4,FootyStats Mauricio (Magalhães Prado) at Palmeiras matches roster; Serie A 2026 league totals.
Paraguay,PAR,D,Gustavo GOMEZ,DF,SE Palmeiras (BRA),Gustavo Gómez,Palmeiras,Brazil Serie A,2026,16,1430,3,0,14,7,2.92,2.92,1.54,0.184,0.097,FootyStats,https://footystats.org/players/paraguay/gustavo-gomez,2026-06-16,footystats_verified,0.4,FootyStats club Palmeiras matches roster SE Palmeiras; Serie A 2026 league totals.
Paraguay,PAR,D,Damian BOBADILLA,MF,São Paulo FC (BRA),Damián Bobadilla,São Paulo,Brazil Serie A,2026,14,1067,0,2,13,16,0.99,0.99,2.7,0.084,0.228,FootyStats,https://footystats.org/players/paraguay/damian-bobadilla,2026-06-16,footystats_verified,0.4,FootyStats club São Paulo matches roster São Paulo FC; Serie A 2026 league totals.
Uruguay,URU,H,Sergio ROCHET,GK,SC Internacional (BRA),Sergio Rochet Alvarez,Internacional,Brazil Serie A,2026,11,990,0,0,0,0,0,0,0.32,0.0,0.029,FootyStats,https://footystats.org/players/uruguay/sergio-rochet-alvarez,2026-06-16,footystats_verified,0.4,FootyStats club Internacional matches roster SC Internacional; Serie A 2026 league totals.
Uruguay,URU,H,Nicolas DE LA CRUZ,MF,CR Flamengo (BRA),Nicolas De La Cruz,Flamengo,Brazil Serie A,2026,10,224,0,0,4,5,0.19,0.19,0.51,0.076,0.205,FootyStats,https://footystats.org/players/uruguay/nicolas-de-la-cruz,2026-06-16,footystats_verified,0.4,FootyStats club Flamengo matches roster CR Flamengo; Serie A 2026 league totals.
Uruguay,URU,H,Giorgian DE ARRASCAETA,MF,CR Flamengo (BRA),Giorgian Daniel De Arrascaeta Benedetti,Flamengo,Brazil Serie A,2026,10,747,3,1,26,22,3.76,3.06,1.86,0.453,0.224,FootyStats,https://footystats.org/players/uruguay/giorgian-daniel-de-arrascaeta-benedetti,2026-06-16,footystats_verified,0.4,FootyStats club Flamengo matches roster CR Flamengo; Serie A 2026 league totals.
Uruguay,URU,H,Guillermo VARELA,DF,CR Flamengo (BRA),Guillermo Varela Olivera,Flamengo,Brazil Serie A,2026,14,1068,0,3,4,11,0.21,0.21,3.1,0.018,0.261,FootyStats,https://footystats.org/players/uruguay/guillermo-varela-olivera,2026-06-16,footystats_verified,0.4,FootyStats club Flamengo matches roster CR Flamengo; Serie A 2026 league totals.
Uruguay,URU,H,Agustin CANOBBIO,MF,Fluminense FC (BRA),Agustin Canobbio Graviz,Fluminense,Brazil Serie A,2026,11,864,4,1,19,14,3.99,3.99,1.65,0.416,0.172,FootyStats,https://footystats.org/players/uruguay/agustin-canobbio-graviz,2026-06-16,footystats_verified,0.4,FootyStats club Fluminense matches roster Fluminense FC; Serie A 2026 league totals.
Uruguay,URU,H,Joaquin PIQUEREZ,MF,SE Palmeiras (BRA),Joaquin Piquerez Moreira,Palmeiras,Brazil Serie A,2026,6,462,0,1,5,5,0.36,0.36,1.08,0.07,0.21,FootyStats,https://footystats.org/players/uruguay/joaquin-piquerez-moreira,2026-06-16,footystats_verified,0.4,FootyStats club Palmeiras matches roster SE Palmeiras; Serie A 2026 league totals.
Austria,AUT,J,Florian WIEGELE,GK,FC Viktoria Plzeň (CZE),Florian Wiegele,Viktoria Plzeň,Czech First League,2025/2026,20,1785,0,0,0,1,0.0,0.0,0.98,0.0,0.049,FootyStats,https://footystats.org/players/austria/florian-wiegele,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Viktoria Plzeň matches roster.
Bosnia and Herzegovina,BIH,B,Amar MEMIC,MF,FC Viktoria Plzeň (CZE),Amar Memic,Viktoria Plzeň,Czech First League,2025/2026,30,2342,3,8,46,34,5.48,5.48,6.95,0.211,0.267,FootyStats,https://footystats.org/players/bosnia-and-herzegovina/amar-memic,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Viktoria Plzeň matches roster.
Bosnia and Herzegovina,BIH,B,Ermin MAHMIC,MF,FC Slovan Liberec (CZE),Ermin Mahmic,Slovan Liberec,Czech First League,2025/2026,28,1555,7,3,69,39,9.04,9.04,3.84,0.523,0.222,FootyStats,https://footystats.org/players/austria/ermin-mahmic,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Slovan Liberec matches roster.
Czechia,CZE,A,David ZIMA,DF,SK Slavia Praha (CZE),David Zima,Slavia Praha,Czech First League,2025/2026,24,1860,1,3,13,9,1.44,1.44,2.74,0.07,0.133,FootyStats,https://footystats.org/players/czech-republic/david-zima,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Slavia Praha matches roster.
Czechia,CZE,A,Tomas HOLES,DF,SK Slavia Praha (CZE),Tomas Holes,Slavia Praha,Czech First League,2025/2026,25,2092,2,3,17,8,2.48,2.48,4.09,0.107,0.176,FootyStats,https://footystats.org/players/czech-republic/tomas-holes,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Slavia Praha matches roster.
Czechia,CZE,A,Stepan CHALOUPEK,DF,SK Slavia Praha (CZE),Stepan Chaloupek,Slavia Praha,Czech First League,2025/2026,28,1857,9,2,38,9,8.49,8.49,2.22,0.411,0.108,FootyStats,https://footystats.org/players/czech-republic/stepan-chaloupek,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Slavia Praha matches roster.
Czechia,CZE,A,Vladimir DARIDA,MF,FC Hradec Králové (CZE),Vladimir Darida,Hradec Králové,Czech First League,2025/2026,32,2775,11,5,60,37,11.41,10.01,6.3,0.37,0.204,FootyStats,https://footystats.org/players/czech-republic/vladimir-darida,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Hradec Králové matches roster.
Czechia,CZE,A,Jan KUCHTA,FW,AC Sparta Praha (CZE),Jan Kuchta,Sparta Praha,Czech First League,2025/2026,30,1681,12,6,59,23,11.7,11.7,5.0,0.626,0.268,FootyStats,https://footystats.org/players/czech-republic/jan-kuchta,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Sparta Praha matches roster.
Czechia,CZE,A,Lukas CERV,MF,FC Viktoria Plzeň (CZE),Lukas Cerv,Viktoria Plzeň,Czech First League,2025/2026,32,2658,1,3,55,32,3.72,3.72,4.82,0.126,0.163,FootyStats,https://footystats.org/players/czech-republic/lukas-cerv,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Viktoria Plzeň matches roster.
Czechia,CZE,A,Mojmir CHYTIL,FW,SK Slavia Praha (CZE),Mojmir Chytil,Slavia Praha,Czech First League,2025/2026,28,1451,13,1,64,28,13.06,10.96,2.16,0.81,0.134,FootyStats,https://footystats.org/players/czech-republic/mojmir-chytil,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Slavia Praha matches roster.
Czechia,CZE,A,Jindrich STANEK,GK,SK Slavia Praha (CZE),Jindrich Stanek,Slavia Praha,Czech First League,2025/2026,19,1710,0,0,0,3,0.0,0.0,0.94,0.0,0.049,FootyStats,https://footystats.org/players/czech-republic/jindrich-stanek,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Slavia Praha matches roster.
Czechia,CZE,A,Lukas PROVOD,MF,SK Slavia Praha (CZE),Lukas Provod,Slavia Praha,Czech First League,2025/2026,30,2495,7,11,76,57,9.98,9.98,10.42,0.36,0.376,FootyStats,https://footystats.org/players/czech-republic/lukas-provod,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Slavia Praha matches roster.
Czechia,CZE,A,Michal SADILEK,MF,SK Slavia Praha (CZE),Michal Sadilek,Slavia Praha,Czech First League,2025/2026,29,2093,1,4,30,68,2.8,2.8,6.55,0.12,0.282,FootyStats,https://footystats.org/players/czech-republic/michal-sadilek,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Slavia Praha matches roster.
Czechia,CZE,A,Tomas CHORY,FW,SK Slavia Praha (CZE),Tomas Chory,Slavia Praha,Czech First League,2025/2026,24,1912,17,4,83,34,16.55,12.35,4.85,0.779,0.228,FootyStats,https://footystats.org/players/czech-republic/tomas-chory,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Slavia Praha matches roster.
Czechia,CZE,A,Jaroslav ZELENY,DF,AC Sparta Praha (CZE),Jaroslav Zeleny,Sparta Praha,Czech First League,2025/2026,25,1760,2,3,9,10,1.22,1.22,4.25,0.062,0.217,FootyStats,https://footystats.org/players/czech-republic/jaroslav-zeleny,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Sparta Praha matches roster.
Czechia,CZE,A,David DOUDERA,DF,SK Slavia Praha (CZE),David Doudera,Slavia Praha,Czech First League,2025/2026,22,1502,1,4,26,34,2.17,2.17,4.49,0.13,0.269,FootyStats,https://footystats.org/players/czech-republic/david-doudera,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Slavia Praha matches roster.
Czechia,CZE,A,Alexandr SOJKA,MF,FC Viktoria Plzeň (CZE),Alexandr Sojka,Viktoria Plzeň,Czech First League,2025/2026,32,1966,3,2,42,21,4.66,4.66,3.34,0.213,0.153,FootyStats,https://footystats.org/players/czech-republic/alexandr-sojka,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Viktoria Plzeň matches roster.
Czechia,CZE,A,Denis VISINSKY,FW,FC Viktoria Plzeň (CZE),Denis Visinsky,Viktoria Plzeň,Czech First League,2025/2026,27,1672,8,1,47,40,8.47,8.47,2.58,0.456,0.139,FootyStats,https://footystats.org/players/czech-republic/denis-visinsky,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Viktoria Plzeň matches roster.
Ghana,GHA,L,Prince ADU,FW,FC Viktoria Plzeň (CZE),Prince Kwabena Adu,Viktoria Plzeň,Czech First League,2025/2026,29,1559,7,1,50,24,9.12,9.12,1.97,0.526,0.114,FootyStats,https://footystats.org/players/ghana/prince-kwabena-adu,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; matched Prince Kwabena Adu at Viktoria Plzeň.
Iraq,IRQ,I,Merchas MERCHAS DOSKI,DF,FC Viktoria Plzeň (CZE),Merchas Doski,Viktoria Plzeň,Czech First League,2025/2026,30,2040,1,0,11,20,1.43,1.43,1.99,0.063,0.088,FootyStats,https://footystats.org/players/iraq/merchas-doski,2026-06-16,footystats_verified,0.4,First League 2025/2026 league totals; club Viktoria Plzeň matches roster.
Australia,AUS,D,Paul IZZO,GK,Randers FC (DEN),Paul Izzo,Randers,Danish Superliga,2025/2026,26,2340,0,0,0,0,0.0,0.0,1.19,0.0,0.046,FootyStats,https://footystats.org/players/australia/paul-izzo,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club Randers matches Randers FC.
Austria,AUT,J,Patrick PENTZ,GK,Brøndby IF (DEN),Patrick Pentz,Brøndby,Danish Superliga,2025/2026,31,2775,1,0,0,0,0.0,0.0,1.87,0.0,0.061,FootyStats,https://footystats.org/players/austria/patrick-pentz,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club Brøndby matches Brøndby IF.
Bosnia and Herzegovina,BIH,B,Benjamin TAHIROVIC,MF,Brøndby IF (DEN),Benjamin Tahirovic,Brøndby,Danish Superliga,2025/2026,25,1200,1,1,16,19,1.73,1.73,2.94,0.13,0.221,FootyStats,https://footystats.org/players/sweden/benjamin-tahirovic,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club Brøndby matches Brøndby IF.
Croatia,CRO,L,Dominik KOTARSKI,GK,FC København (DEN),Dominik Kotarski,København,Danish Superliga,2025/2026,31,2790,0,1,0,4,0.0,0.0,2.24,0.0,0.072,FootyStats,https://footystats.org/players/croatia/dominik-kotarski,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club København matches FC København.
Ecuador,ECU,E,Denil CASTILLO,MF,FC Midtjylland (DEN),Denil Castillo,Midtjylland,Danish Superliga,2025/2026,26,1725,4,4,21,15,4.2,4.2,3.9,0.219,0.203,FootyStats,https://footystats.org/players/ecuador/denil-castillo,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club Midtjylland matches FC Midtjylland.
Egypt,EGY,G,Ibrahim IBRAHIM ADEL,FW,FC Nordsjælland (DEN),Ibrahim Adel,Nordsjælland,Danish Superliga,2025/2026,11,631,3,1,30,2,4.49,4.49,0.91,0.64,0.13,FootyStats,https://footystats.org/players/egypt/ibrahim-adel,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club Nordsjælland matches FC Nordsjælland.
Ghana,GHA,L,Caleb YIRENKYI,MF,FC Nordsjælland (DEN),Caleb Marfo Yirenkyi,Nordsjælland,Danish Superliga,2025/2026,30,2614,2,6,20,31,2.62,2.62,8.03,0.09,0.276,FootyStats,https://footystats.org/players/ghana/caleb-marfo-yirenkyi,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club Nordsjælland matches FC Nordsjælland.
Iraq,IRQ,I,Kevin KEVIN YAKOB,MF,Aarhus GF (DEN),Kevin Yakob,AGF,Danish Superliga,2025/2026,26,1445,4,2,41,18,5.94,5.94,3.31,0.37,0.206,FootyStats,https://footystats.org/players/sweden/kevin-yakob,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club AGF matches Aarhus GF.
Japan,JPN,F,Junnosuke SUZUKI,DF,FC København (DEN),Junnosuke Suzuki,København,Danish Superliga,2025/2026,22,1862,2,0,32,24,3.24,3.24,2.74,0.157,0.132,FootyStats,https://footystats.org/players/japan/junnosuke-suzuki,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club København matches FC København.
South Korea,KOR,A,Hanbeom LEE,DF,FC Midtjylland (DEN),Han-Beom Lee,Midtjylland,Danish Superliga,2025/2026,29,2339,0,1,11,10,0.59,0.59,3.54,0.023,0.136,FootyStats,https://footystats.org/players/south-korea/han-beom-lee,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club Midtjylland matches FC Midtjylland.
South Korea,KOR,A,Guesung CHO,FW,FC Midtjylland (DEN),Kyu-Sung Cho,Midtjylland,Danish Superliga,2025/2026,26,1349,3,1,38,8,5.04,5.04,1.28,0.336,0.085,FootyStats,https://footystats.org/players/south-korea/kyu-sung-cho,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club Midtjylland matches FC Midtjylland.
New Zealand,NZL,G,Callum McCOWATT,MF,Silkeborg IF (DEN),Callum McCowatt,Silkeborg,Danish Superliga,2025/2026,32,2504,11,5,77,38,13.08,13.08,6.22,0.47,0.224,FootyStats,https://footystats.org/players/new-zealand/callum-mccowatt,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club Silkeborg matches Silkeborg IF.
Tunisia,TUN,F,Elias ACHOURI,FW,FC København (DEN),Elias Achouri,København,Danish Superliga,2025/2026,21,1376,3,4,30,26,4.07,4.07,4.21,0.266,0.275,FootyStats,https://footystats.org/players/tunisia/elias-achouri,2026-06-16,footystats_verified,0.4,Superliga 2025/2026 league totals; club København matches FC København.
DR Congo,COD,K,Gael KAKUTA,FW,AEL FC (GRE),Gaël Kakuta,Larissa,Greek Super League,2025/2026,12,472,1,2,10,11,1.21,1.21,1.82,0.231,0.347,FootyStats,https://footystats.org/players/congo-dr/gael-kakuta,2026-06-16,footystats_verified,0.4,Super League 2025/2026 league totals; AEL FC = Larissa on FootyStats.
Curacao,CUW,E,Jeremy ANTONISSE,FW,AE Ki sia FC (GRE),Jeremy Antonisse,Kifisia,Greek Super League,2025/2026,28,2005,1,2,51,38,5.36,5.36,3.41,0.241,0.153,FootyStats,https://footystats.org/players/netherlands/jeremy-antonisse,2026-06-16,footystats_verified,0.4,Super League 2025/2026 league totals; AE Kifisia = Kifisia on FootyStats.
Ecuador,ECU,E,Moises RAMIREZ,GK,AE Ki sia FC (GRE),Moisés Ramírez,Kifisia,Greek Super League,2025/2026,28,2520,0,0,0,0,0,0,1.37,0.0,0.049,FootyStats,https://footystats.org/players/ecuador/moises-ramirez,2026-06-16,footystats_verified,0.4,Super League 2025/2026 league totals; AE Kifisia = Kifisia on FootyStats.
Ghana,GHA,L,Baba RAHMAN,DF,PAOK Saloniki (GRE),Abdul Rahman Baba,PAOK,Greek Super League,2025/2026,25,1915,2,3,14,12,2.23,2.23,3.74,0.105,0.176,FootyStats,https://footystats.org/players/ghana/abdul-rahman-baba,2026-06-16,footystats_verified,0.4,Super League 2025/2026 league totals; PAOK Saloniki = PAOK on FootyStats.
Iran,IRN,G,Mehdi TAREMI,FW,Olympiacos FC (GRE),Mehdi Taremi,Olympiakos Piraeus,Greek Super League,2025/2026,24,1259,10,3,58,24,10.73,9.33,3.14,0.767,0.224,FootyStats,https://footystats.org/players/iran/mehdi-taremi,2026-06-16,footystats_verified,0.4,Super League 2025/2026 league totals; Olympiacos FC = Olympiakos Piraeus on FootyStats.
Mexico,MEX,A,Jorge SANCHEZ,DF,PAOK Saloniki (GRE),Jorge Sánchez,PAOK,Greek Super League,2025/2026,10,633,0,0,1,3,0.05,0.05,0.51,0.007,0.073,FootyStats,https://footystats.org/players/mexico/jorge-sanchez,2026-06-16,footystats_verified,0.4,Super League 2025/2026 league totals; PAOK Saloniki = PAOK on FootyStats.
Mexico,MEX,A,Orbelin PINEDA,MF,AEK Athens (GRE),Orbelín Pineda Alvarado,AEK Athens,Greek Super League,2025/2026,31,2480,5,2,36,22,5.75,5.75,5.48,0.209,0.199,FootyStats,https://footystats.org/players/mexico/orbelin-pineda-alvarado,2026-06-16,footystats_verified,0.4,Super League 2025/2026 league totals; club AEK Athens matches roster.
Morocco,MAR,C,Ayoub EL KAABI,FW,Olympiacos FC (GRE),Ayoub El Kaabi,Olympiakos Piraeus,Greek Super League,2025/2026,28,2109,18,2,90,21,18.64,15.14,2.63,0.795,0.112,FootyStats,https://footystats.org/players/morocco/ayoub-el-kaabi,2026-06-16,footystats_verified,0.4,Super League 2025/2026 league totals; Olympiacos FC = Olympiakos Piraeus on FootyStats.
Uruguay,URU,H,Facundo PELLISTRI,FW,Panathinaikos FC (GRE),Facundo Pellistri,Panathinaikos,Greek Super League,2025/2026,8,319,0,2,5,6,0.42,0.42,1.49,0.118,0.42,FootyStats,https://footystats.org/players/uruguay/facundo-pellistri,2026-06-16,footystats_verified,0.4,Super League 2025/2026 league totals; club Panathinaikos matches roster.
Canada,CAN,B,Marcelo FLORES,MF,Tigres UANL (MEX),Marcelo Flores,Tigres UANL,Liga MX,2025/2026,18,946,4,0,21,11,4.15,4.15,1.16,0.395,0.11,FootyStats,https://footystats.org/players/mexico/marcelo-flores,2026-06-16,footystats_verified,0.4,FootyStats club Tigres UANL matches roster; Liga MX 2025/2026 league totals.
Colombia,COL,K,Camilo VARGAS,GK,Atlas FC (MEX),Camilo Andres Vargas Gil,Atlas,Liga MX,2025/2026,33,2970,0,1,0,2,0,0,2.18,0.0,0.066,FootyStats,https://footystats.org/players/colombia/camilo-andres-vargas-gil,2026-06-16,footystats_verified,0.4,FootyStats club Atlas matches roster Atlas FC; Liga MX 2025/2026 league totals.
Colombia,COL,K,Willer DITTA,DF,CF Cruz Azul (MEX),Willer Emilio Ditta Perez,Cruz Azul,Liga MX,2025/2026,43,3802,1,2,26,20,1.51,1.51,5.79,0.036,0.137,FootyStats,https://footystats.org/players/colombia/willer-emilio-ditta-perez,2026-06-16,footystats_verified,0.4,FootyStats club Cruz Azul matches roster CF Cruz Azul; Liga MX 2025/2026 league totals.
Ecuador,ECU,E,Enner VALENCIA,FW,CF Pachuca (MEX),Enner Valencia,Pachuca,Liga MX,2025/2026,22,1368,8,1,53,14,9.53,7.43,1.59,0.627,0.105,FootyStats,https://footystats.org/players/ecuador/enner-valencia,2026-06-16,footystats_verified,0.4,FootyStats club Pachuca matches roster CF Pachuca; Liga MX 2025/2026 league totals.
