player,nation_raw,position,club,league,age,born,season,matches_played,starts,minutes,nineties,goals,assists,xg,npxg,xag,npxg_xag,progressive_carries,progressive_passes,progressive_receives,xg_per90,xag_per90,npxg_per90,source,source_url,last_verified
Stanislav Lobotka,skSVK,MF,Napoli,Serie A,30-153,1994,2024-25,29,28,2486,27.6,0,1,0.3,0.3,1.2,1.5,29,112,31,0.04,0.05,0.05,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Manuel Locatelli,itITA,MF,Juventus,Serie A,27-109,1998,2024-25,31,29,2386,26.5,1,2,0.9,0.9,1.2,2.1,29,265,30,0.05,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ruben Loftus-Cheek,engENG,MF,Milan,Serie A,29-094,1996,2024-25,14,6,695,7.7,0,0,0.5,0.5,1.4,1.8,20,37,29,0.18,0.24,0.24,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Elysée Logbo,frFRA,FW,Le Havre,Ligue 1,20-356,2004,2024-25,1,0,27,0.3,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.61,0.61,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Enzo Loiodice,frFRA,MF,Las Palmas,La Liga,24-151,2000,2024-25,15,5,504,5.6,0,0,0.1,0.1,0.1,0.2,2,20,3,0.02,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sean Longstaff,engENG,MF,Newcastle Utd,gPremier League,27-179,1997,2024-25,24,8,797,8.9,0,0,0.6,0.6,0.2,0.8,4,40,22,0.02,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ademola Lookman,ngNGA,"FW,MF",Atalanta,Serie A,27-189,1997,2024-25,27,25,1946,21.6,13,5,9.4,8.6,6.2,14.9,122,57,257,0.29,0.72,0.69,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Anthony Lopes,ptPOR,GK,Nantes,Ligue 1,34-208,1990,2024-25,14,14,1203,13.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
David López,esESP,DF,Mallorca,La Liga,22-083,2003,2024-25,1,1,79,0.9,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
David López,esESP,DF,Girona,La Liga,35-200,1989,2024-25,26,24,2160,24.0,1,0,0.8,0.8,0.1,0.8,16,115,7,0.0,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Diego López,esESP,"MF,FW",Valencia,La Liga,22-349,2002,2024-25,33,30,2411,26.8,7,5,6.1,6.1,4.5,10.6,71,76,197,0.17,0.4,0.4,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Fer López,,"FW,MF",Celta Vigo,La Liga,,,2024-25,13,4,441,4.9,2,0,1.8,1.8,1.4,3.2,18,32,41,0.29,0.65,0.65,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Fermin López,esESP,"MF,FW",Barcelona,La Liga,21-351,2003,2024-25,23,9,942,10.5,3,4,4.4,4.4,2.6,7.0,23,57,74,0.24,0.67,0.67,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Javi López,esESP,DF,Real Sociedad,La Liga,23-033,2002,2024-25,26,19,1753,19.5,0,0,0.1,0.1,0.4,0.5,32,62,54,0.02,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pau López,esESP,GK,Girona,La Liga,30-135,1994,2024-25,1,0,45,0.5,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Roberto López,esESP,MF,Leganés,La Liga,25-003,2000,2024-25,12,3,393,4.4,0,1,0.5,0.5,0.9,1.4,3,20,11,0.2,0.31,0.31,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Unai López,esESP,MF,Rayo Vallecano,La Liga,29-179,1995,2024-25,27,19,1426,15.8,3,1,1.4,1.4,0.7,2.1,14,96,32,0.04,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Iker Losada,esESP,"FW,MF",Celta Vigo,La Liga,23-269,2001,2024-25,10,4,342,3.8,1,0,1.1,1.1,0.3,1.5,8,16,23,0.09,0.39,0.39,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Iker Losada,esESP,"MF,FW",Betis,La Liga,23-269,2001,2024-25,10,3,336,3.7,0,0,0.5,0.5,0.3,0.8,9,14,16,0.08,0.21,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Anthony Losilla,frFRA,MF,Bochum,Bundesliga,39-048,1986,2024-25,19,13,1083,12.0,0,0,0.1,0.1,0.4,0.5,3,42,11,0.03,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jordan Lotomba,chSUI,"MF,DF",Nice,Ligue 1,26-210,1998,2024-25,2,0,35,0.4,0,0,0.0,0.0,0.0,0.0,4,3,2,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Tom Louchet,frFRA,"DF,MF",Nice,Ligue 1,21-358,2003,2024-25,20,7,724,8.0,1,0,0.8,0.8,1.2,1.9,17,31,36,0.15,0.24,0.24,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sandi Lovrić,siSVN,MF,Udinese,Serie A,27-030,1998,2024-25,32,29,2116,23.5,2,3,2.4,2.4,3.4,5.8,57,111,67,0.14,0.25,0.25,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pol Lozano,esESP,MF,Espanyol,La Liga,25-203,1999,2024-25,25,23,1731,19.2,0,0,0.2,0.2,0.5,0.7,15,103,11,0.03,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lorenzo Lucca,itITA,FW,Udinese,Serie A,24-229,2000,2024-25,31,26,2231,24.8,10,1,7.2,6.4,1.6,8.0,15,17,91,0.06,0.35,0.32,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jhon Lucumí,coCOL,DF,Bologna,Serie A,26-305,1998,2024-25,27,25,2194,24.4,0,1,0.5,0.5,0.3,0.8,31,90,6,0.01,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Yannik Lührs,deGER,DF,Dortmund,Bundesliga,21-230,2003,2024-25,3,1,127,1.4,0,0,0.0,0.0,0.0,0.0,2,1,1,0.03,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
José Luis Gayà,esESP,DF,Valencia,La Liga,29-337,1995,2024-25,19,18,1481,16.5,0,1,0.9,0.9,2.5,3.4,22,47,137,0.15,0.21,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
José Luis Palomino,arARG,DF,Cagliari,Serie A,35-112,1990,2024-25,14,7,777,8.6,1,0,0.5,0.5,0.0,0.5,4,28,1,0.0,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Douglas Luiz,brBRA,MF,Juventus,Serie A,26-353,1998,2024-25,16,3,493,5.5,0,0,0.6,0.6,0.8,1.4,16,34,12,0.15,0.26,0.26,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Romelu Lukaku,beBEL,FW,Napoli,Serie A,31-349,1993,2024-25,31,30,2428,27.0,12,10,11.9,8.7,3.3,12.1,26,32,189,0.12,0.56,0.45,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Castello Lukeba,frFRA,DF,RB Leipzig,Bundesliga,22-131,2002,2024-25,21,16,1397,15.5,0,0,0.4,0.4,0.2,0.6,16,66,20,0.01,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Dodi Lukebakio,beBEL,FW,Sevilla,La Liga,27-215,1997,2024-25,33,32,2732,30.4,11,2,8.6,7.8,3.9,11.7,118,80,213,0.13,0.41,0.39,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Saša Lukić,rsSRB,MF,Fulham,gPremier League,28-257,1996,2024-25,27,25,2079,23.1,0,2,1.0,1.0,2.6,3.6,37,87,29,0.11,0.16,0.16,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Milos Lukovic,rsSRB,"FW,MF",Strasbourg,Ligue 1,19-160,2005,2024-25,2,0,12,0.1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Joe Lumley,engENG,GK,Southampton,gPremier League,30-071,1995,2024-25,3,3,270,3.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Daniel Luna,coCOL,MF,Mallorca,La Liga,21-355,2003,2024-25,2,0,20,0.2,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Andriy Lunin,uaUKR,GK,Real Madrid,La Liga,26-075,1999,2024-25,5,5,450,5.0,0,1,0.0,0.0,0.9,0.9,0,0,0,0.19,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Massimo Luongo,auAUS,MF,Ipswich Town,gPremier League,32-214,1992,2024-25,9,2,196,2.2,0,0,0.0,0.0,0.0,0.0,0,5,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sebastiano Luperto,itITA,DF,Cagliari,Serie A,28-233,1996,2024-25,32,32,2880,32.0,1,3,2.0,2.0,1.3,3.3,22,88,10,0.04,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Zito Luvumbo,aoANG,"FW,MF",Cagliari,Serie A,23-049,2002,2024-25,22,15,1312,14.6,2,1,1.4,1.4,1.6,3.0,60,26,108,0.11,0.21,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Charalambos Lykogiannis,grGRE,DF,Bologna,Serie A,31-187,1993,2024-25,14,10,860,9.6,0,4,0.1,0.1,1.5,1.6,9,42,25,0.15,0.16,0.16,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Senne Lynen,beBEL,MF,Werder Bremen,Bundesliga,26-067,1999,2024-25,28,28,2391,26.6,0,0,0.8,0.8,0.5,1.3,8,81,27,0.02,0.05,0.05,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mathias Løvik,noNOR,"DF,FW",Parma,Serie A,21-142,2003,2024-25,4,0,83,0.9,0,0,0.1,0.1,0.1,0.2,0,1,6,0.09,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Othmane Maamma,maMAR,"FW,MF",Montpellier,Ligue 1,19-203,2005,2024-25,11,1,271,3.0,1,1,0.7,0.7,0.2,0.9,8,2,24,0.06,0.29,0.29,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ian Maatsen,nlNED,DF,Aston Villa,gPremier League,23-048,2002,2024-25,25,7,887,9.9,1,2,0.7,0.7,2.7,3.4,26,39,84,0.27,0.35,0.35,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alexis Mac Allister,arARG,MF,Liverpool,gPremier League,26-124,1998,2024-25,32,29,2471,27.5,4,4,2.7,2.7,4.4,7.0,32,169,75,0.16,0.26,0.26,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Deiver Machado,coCOL,"DF,MF",Lens,Ligue 1,31-237,1993,2024-25,24,17,1558,17.3,1,4,2.0,2.0,2.1,4.1,37,40,74,0.12,0.24,0.24,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Shuto Machino,jpJPN,"FW,MF",Holstein Kiel,Bundesliga,25-209,1999,2024-25,29,20,1757,19.5,10,1,5.1,4.3,2.5,6.8,28,54,97,0.13,0.39,0.35,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Darwin Machís,veVEN,"MF,FW",Valladolid,La Liga,32-079,1993,2024-25,17,7,622,6.9,0,1,0.8,0.8,0.5,1.4,14,19,38,0.07,0.2,0.2,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Yvann Macon,frFRA,DF,Saint-Étienne,Ligue 1,26-208,1998,2024-25,10,9,699,7.8,0,0,0.3,0.3,0.2,0.5,24,44,40,0.03,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
James Maddison,engENG,MF,Tottenham,gPremier League,28-155,1996,2024-25,30,20,1764,19.6,9,6,5.8,5.8,4.1,9.9,43,160,92,0.21,0.51,0.51,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Eros Maddy,nlNED,DF,Auxerre,Ligue 1,24-081,2001,2024-25,1,0,8,0.1,0,0,0.0,0.0,0.0,0.0,1,0,4,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Noni Madueke,engENG,FW,Chelsea,gPremier League,23-048,2002,2024-25,28,23,1723,19.1,7,3,8.2,8.2,3.9,12.1,133,63,208,0.2,0.63,0.63,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pablo Maffeo,esESP,DF,Mallorca,La Liga,27-289,1997,2024-25,26,25,2116,23.5,0,1,0.3,0.3,4.0,4.3,41,66,107,0.17,0.18,0.18,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Gabriel Magalhães,brBRA,DF,Arsenal,gPremier League,27-129,1997,2024-25,28,28,2363,26.3,3,1,2.6,2.6,0.9,3.5,10,126,11,0.03,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Soungoutou Magassa,frFRA,MF,Monaco,Ligue 1,21-201,2003,2024-25,18,10,899,10.0,0,1,0.5,0.5,0.9,1.4,6,55,10,0.09,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Edmond-Paris Maghoma,engENG,"MF,FW",Brentford,gPremier League,23-354,2001,2024-25,8,0,119,1.3,0,0,0.1,0.1,0.1,0.2,4,13,4,0.08,0.17,0.17,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Giangiacomo Magnani,itITA,DF,Hellas Verona,Serie A,29-205,1995,2024-25,17,11,1065,11.8,1,0,1.1,1.1,0.0,1.2,4,31,7,0.0,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Hugo Magnetti,frFRA,MF,Brest,Ligue 1,26-332,1998,2024-25,28,24,2052,22.8,1,0,0.8,0.8,0.4,1.2,19,76,18,0.02,0.05,0.05,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Frank Magri,cmCMR,"FW,MF",Toulouse,Ligue 1,25-235,1999,2024-25,27,13,1209,13.4,5,0,5.2,5.2,0.4,5.6,14,21,65,0.03,0.42,0.42,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Harry Maguire,engENG,DF,Manchester Utd,gPremier League,32-053,1993,2024-25,22,16,1418,15.8,1,0,1.4,1.4,0.3,1.6,6,42,5,0.02,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jon Magunazelaia,esESP,MF,Real Sociedad,La Liga,24-288,2000,2024-25,2,0,7,0.1,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Arne Maier,deGER,MF,Augsburg,Bundesliga,26-109,1999,2024-25,25,7,845,9.4,0,0,1.5,1.5,1.4,2.9,15,34,47,0.15,0.31,0.31,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mike Maignan,frFRA,GK,Milan,Serie A,29-298,1995,2024-25,32,32,2844,31.6,0,0,0.0,0.0,0.8,0.8,0,4,0,0.02,0.02,0.02,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Patrick Mainka,deGER,DF,Heidenheim,Bundesliga,30-172,1994,2024-25,31,31,2790,31.0,1,1,1.7,1.7,0.3,2.1,18,95,10,0.01,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Kobbie Mainoo,engENG,MF,Manchester Utd,gPremier League,20-008,2005,2024-25,20,16,1352,15.0,0,0,0.5,0.5,1.5,2.1,19,55,36,0.1,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ainsley Maitland-Niles,engENG,DF,Lyon,Ligue 1,27-241,1997,2024-25,29,17,1715,19.1,1,4,2.2,2.2,3.0,5.2,27,90,91,0.16,0.27,0.27,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Radosław Majecki,plPOL,GK,Monaco,Ligue 1,25-162,1999,2024-25,15,15,1350,15.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lovro Majer,hrCRO,MF,Wolfsburg,Bundesliga,27-100,1998,2024-25,6,2,164,1.8,2,0,1.1,0.4,0.0,0.4,3,3,6,0.01,0.64,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Hamidou Makalou,mlMLI,FW,Brest,Ligue 1,18-286,2006,2024-25,1,0,14,0.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jordy Makengo,frFRA,DF,Freiburg,Bundesliga,23-267,2001,2024-25,16,4,492,5.5,0,0,0.0,0.0,0.1,0.1,7,13,27,0.03,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Antoine Makoumbou,cgCGO,MF,Cagliari,Serie A,26-283,1998,2024-25,28,22,1785,19.8,0,1,0.3,0.3,0.4,0.7,8,79,12,0.02,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Nikola Maksimović,rsSRB,DF,Montpellier,Ligue 1,33-153,1991,2024-25,7,7,581,6.5,0,0,0.0,0.0,0.0,0.1,1,11,0,0.01,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Tyrell Malacia,nlNED,DF,Manchester Utd,gPremier League,25-253,1999,2024-25,3,2,100,1.1,0,0,0.0,0.0,0.0,0.0,3,3,6,0.03,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jarzinho Malanga,deGER,DF,Stuttgart,Bundesliga,18-291,2006,2024-25,1,0,2,0.0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Julián Malatini,arARG,DF,Werder Bremen,Bundesliga,23-331,2001,2024-25,10,5,454,5.0,1,1,0.2,0.2,0.5,0.7,8,24,4,0.09,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Daniel Maldini,itITA,"MF,FW",Monza,Serie A,23-198,2001,2024-25,20,16,1306,14.5,3,0,4.8,4.8,0.9,5.7,41,34,66,0.06,0.39,0.39,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Daniel Maldini,itITA,"FW,MF",Atalanta,Serie A,23-198,2001,2024-25,5,0,111,1.2,0,0,0.1,0.1,0.0,0.1,5,2,10,0.0,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Youssef Maleh,maMAR,MF,Empoli,Serie A,26-248,1998,2024-25,22,17,1510,16.8,0,1,0.9,0.9,0.9,1.8,10,72,37,0.05,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Donyell Malen,nlNED,FW,Aston Villa,gPremier League,26-108,1999,2024-25,11,2,273,3.0,3,0,1.7,1.7,0.1,1.7,9,5,23,0.02,0.57,0.57,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Donyell Malen,nlNED,"FW,MF",Dortmund,Bundesliga,26-108,1999,2024-25,14,6,614,6.8,3,0,2.9,2.9,0.2,3.2,23,17,75,0.03,0.46,0.46,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ruslan Malinovskyi,uaUKR,"MF,FW",Genoa,Serie A,31-358,1993,2024-25,9,4,383,4.3,0,2,0.2,0.2,1.5,1.7,3,32,10,0.35,0.41,0.41,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lennard Maloney,usUSA,MF,Heidenheim,Bundesliga,25-201,1999,2024-25,11,10,760,8.4,0,0,0.3,0.3,0.0,0.4,1,14,0,0.0,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lennard Maloney,usUSA,MF,Mainz 05,Bundesliga,25-201,1999,2024-25,3,0,24,0.3,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Aaron Malouda,frFRA,FW,Lille,Ligue 1,19-148,2005,2024-25,1,0,2,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Giorgi Mamardashvili,geGEO,GK,Valencia,La Liga,24-210,2000,2024-25,29,29,2610,29.0,0,0,0.0,0.0,0.1,0.1,1,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Dennis Man,roROU,"FW,MF",Parma,Serie A,26-244,1998,2024-25,31,23,1970,21.9,4,4,4.3,4.3,4.2,8.5,67,58,140,0.19,0.39,0.39,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Hianga Mananga Mbock,frFRA,MF,Brest,Ligue 1,25-120,1999,2024-25,1,0,21,0.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Gianluca Mancini,itITA,DF,Roma,Serie A,29-010,1996,2024-25,32,31,2693,29.9,1,0,1.4,1.4,0.9,2.3,44,130,23,0.03,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Steve Mandanda,frFRA,GK,Rennes,Ligue 1,40-030,1985,2024-25,17,17,1485,16.5,0,0,0.0,0.0,0.1,0.1,0,0,1,0.01,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Christos Mandas,grGRE,GK,Lazio,Serie A,23-222,2001,2024-25,4,4,360,4.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Reinildo Mandava,mzMOZ,DF,Atlético Madrid,La Liga,31-096,1994,2024-25,19,10,941,10.5,0,0,0.1,0.1,0.1,0.2,14,34,15,0.01,0.02,0.02,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
