player,nation_raw,position,club,league,age,born,season,matches_played,starts,minutes,nineties,goals,assists,xg,npxg,xag,npxg_xag,progressive_carries,progressive_passes,progressive_receives,xg_per90,xag_per90,npxg_per90,source,source_url,last_verified
Aïssa Mandi,dzALG,DF,Lille,Ligue 1,33-187,1991,2024-25,21,18,1534,17.0,0,0,0.3,0.3,0.4,0.8,10,77,20,0.02,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Rolando Mandragora,itITA,MF,Fiorentina,Serie A,27-302,1997,2024-25,24,17,1481,16.5,2,3,1.8,1.1,2.6,3.6,9,63,24,0.16,0.27,0.22,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Orel Mangala,beBEL,MF,Everton,gPremier League,27-040,1998,2024-25,19,14,1261,14.0,1,0,1.1,1.1,0.6,1.8,6,34,19,0.05,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Orel Mangala,beBEL,MF,Lyon,Ligue 1,27-040,1998,2024-25,1,1,67,0.7,0,0,0.1,0.1,0.0,0.1,1,7,3,0.03,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ryan Manning,ieIRL,"DF,MF",Southampton,gPremier League,28-317,1996,2024-25,22,17,1369,15.2,0,1,0.3,0.3,3.0,3.4,13,32,70,0.2,0.22,0.22,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Javier Manquillo,esESP,DF,Celta Vigo,La Liga,30-357,1994,2024-25,10,7,515,5.7,0,0,0.0,0.0,0.0,0.0,3,24,5,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Johan Manzambi,chSUI,"FW,MF",Freiburg,Bundesliga,19-195,2005,2024-25,8,1,141,1.6,1,1,0.8,0.8,0.2,1.0,4,5,8,0.15,0.66,0.66,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alberto Manzoni,itITA,MF,Atalanta,Serie A,19-306,2005,2024-25,1,0,6,0.1,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.94,0.94,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Sekou Mara,frFRA,"FW,MF",Strasbourg,Ligue 1,22-271,2002,2024-25,23,6,645,7.2,1,1,1.1,1.1,1.0,2.0,6,10,39,0.14,0.28,0.28,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alessandro Marcandalli,itITA,DF,Genoa,Serie A,22-214,2002,2024-25,2,1,46,0.5,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alessandro Marcandalli,itITA,DF,Venezia,Serie A,22-214,2002,2024-25,6,5,313,3.5,0,0,0.3,0.3,0.0,0.3,1,6,0,0.0,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marcão,brBRA,DF,Sevilla,La Liga,28-326,1996,2024-25,11,5,462,5.1,0,0,0.0,0.0,0.0,0.0,0,17,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Solly March,engENG,"FW,MF",Brighton,gPremier League,30-281,1994,2024-25,8,1,167,1.9,0,0,0.1,0.1,0.3,0.4,5,2,20,0.15,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Filip Marchwiński,plPOL,MF,Lecce,Serie A,23-107,2002,2024-25,1,0,15,0.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Óscar de Marcos,esESP,DF,Athletic Club,La Liga,36-013,1989,2024-25,23,15,1381,15.3,0,4,1.0,1.0,2.2,3.2,22,88,69,0.14,0.21,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alberto Marí,esESP,FW,Valencia,La Liga,23-290,2001,2024-25,1,0,7,0.1,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pablo Marí,esESP,DF,Monza,Serie A,31-239,1993,2024-25,19,19,1628,18.1,0,0,0.2,0.2,0.1,0.3,5,58,1,0.01,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pablo Marí,esESP,DF,Fiorentina,Serie A,31-239,1993,2024-25,8,7,648,7.2,0,0,0.1,0.1,0.0,0.1,1,14,0,0.0,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
José María Giménez,uyURU,DF,Atlético Madrid,La Liga,30-097,1995,2024-25,25,18,1819,20.2,0,1,0.4,0.4,0.2,0.7,3,53,1,0.01,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Luca Marianucci,itITA,DF,Empoli,Serie A,20-278,2004,2024-25,15,9,844,9.4,0,0,0.4,0.4,0.2,0.6,8,17,2,0.02,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mirko Marić,hrCRO,"FW,MF",Monza,Serie A,29-346,1995,2024-25,8,1,106,1.2,0,0,0.2,0.2,0.0,0.2,1,3,8,0.04,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mirko Marić,hrCRO,FW,Venezia,Serie A,29-346,1995,2024-25,7,4,317,3.5,0,0,0.6,0.6,0.0,0.6,3,7,22,0.01,0.18,0.18,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Arkaitz Mariezkurrena,esESP,"MF,FW",Real Sociedad,La Liga,20-022,2005,2024-25,5,0,112,1.2,1,0,0.5,0.5,0.0,0.6,2,3,6,0.03,0.46,0.46,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Rafa Marín,esESP,DF,Napoli,Serie A,22-343,2002,2024-25,3,1,115,1.3,0,0,0.2,0.2,0.0,0.2,2,5,0,0.0,0.17,0.17,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pablo Marín,esESP,MF,Real Sociedad,La Liga,21-298,2003,2024-25,18,9,860,9.6,0,2,0.8,0.8,0.8,1.5,9,27,36,0.08,0.16,0.16,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Răzvan Marin,roROU,MF,Cagliari,Serie A,28-339,1996,2024-25,28,11,1194,13.3,3,2,2.3,0.7,3.0,3.7,21,79,26,0.23,0.4,0.28,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Guillermo Maripán,clCHI,DF,Torino,Serie A,30-356,1994,2024-25,23,22,1890,21.0,1,1,0.9,0.9,1.0,1.9,9,75,7,0.05,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mika Mármol,esESP,DF,Las Palmas,La Liga,23-300,2001,2024-25,26,23,2039,22.7,0,1,0.4,0.4,1.3,1.7,22,85,47,0.06,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Omar Marmoush,egEGY,"FW,MF",Manchester City,gPremier League,26-079,1999,2024-25,12,11,916,10.2,6,0,4.7,4.7,1.7,6.4,20,26,63,0.17,0.63,0.63,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Omar Marmoush,egEGY,FW,Eint Frankfurt,Bundesliga,26-079,1999,2024-25,17,17,1448,16.1,15,9,8.8,7.3,6.2,13.5,73,50,125,0.39,0.94,0.84,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mario Maroto,esESP,MF,Valladolid,La Liga,21-150,2003,2024-25,1,0,19,0.2,0,1,0.0,0.0,0.1,0.1,0,1,0,0.32,0.32,0.32,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marquinhos,brBRA,DF,Paris S-G,Ligue 1,30-348,1994,2024-25,21,18,1652,18.4,1,0,0.8,0.8,0.8,1.6,25,138,3,0.05,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Unai Marrero,esESP,GK,Real Sociedad,La Liga,23-200,2001,2024-25,1,1,90,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ange Martial Tia,mlMLI,MF,Reims,Ligue 1,18-158,2006,2024-25,3,0,26,0.3,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Aarón Martín,esESP,DF,Genoa,Serie A,28-005,1997,2024-25,31,31,2693,29.9,0,4,0.8,0.8,4.9,5.7,46,83,101,0.16,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Carlos Martín,esESP,"FW,MF",Alavés,La Liga,23-005,2002,2024-25,24,16,1307,14.5,2,2,2.3,2.3,2.7,5.0,13,20,67,0.19,0.34,0.34,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Gerard Martín,esESP,DF,Barcelona,La Liga,23-116,2002,2024-25,23,7,792,8.8,1,2,0.2,0.2,0.7,0.9,9,30,83,0.08,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Iván Martín,esESP,MF,Girona,La Liga,26-072,1999,2024-25,27,21,1753,19.5,1,1,1.0,1.0,1.8,2.8,49,117,63,0.09,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jon Martin,esESP,DF,Real Sociedad,La Liga,19-116,2006,2024-25,10,3,634,7.0,0,1,0.5,0.5,0.2,0.7,3,26,0,0.02,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jonas Martin,frFRA,MF,Brest,Ligue 1,35-018,1990,2024-25,14,5,469,5.2,1,0,0.4,0.4,0.3,0.7,8,19,7,0.06,0.14,0.14,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Mario Martín,esESP,MF,Valladolid,La Liga,21-053,2004,2024-25,27,18,1607,17.9,0,1,1.3,1.3,1.4,2.7,17,62,19,0.08,0.15,0.15,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Gabriel Martinelli,brBRA,"FW,MF",Arsenal,gPremier League,23-313,2001,2024-25,29,21,1956,21.7,7,4,5.9,5.9,4.5,10.3,106,44,259,0.21,0.47,0.47,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Arnau Martinez,esESP,"DF,MF",Girona,La Liga,22-002,2003,2024-25,27,25,2219,24.7,2,2,1.2,1.2,1.8,3.0,33,144,84,0.07,0.12,0.12,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Emiliano Martínez,arARG,GK,Aston Villa,gPremier League,32-237,1992,2024-25,33,33,2880,32.0,0,0,0.0,0.0,0.5,0.5,0,3,0,0.02,0.02,0.02,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Iñigo Martínez,esESP,DF,Barcelona,La Liga,33-345,1991,2024-25,26,26,2310,25.7,0,4,0.5,0.5,2.6,3.1,66,249,11,0.1,0.12,0.12,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Javi Martínez,esESP,MF,Osasuna,La Liga,25-126,1999,2024-25,1,0,6,0.1,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Josep Martinez,esESP,GK,Inter,Serie A,26-335,1998,2024-25,3,3,270,3.0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.03,0.03,0.03,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lautaro Martínez,arARG,FW,Inter,Serie A,27-248,1997,2024-25,30,30,2474,27.5,12,3,13.1,13.1,4.0,17.1,34,64,188,0.15,0.62,0.62,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lisandro Martínez,arARG,DF,Manchester Utd,gPremier League,27-099,1998,2024-25,20,20,1751,19.5,2,1,1.3,1.3,1.1,2.4,23,117,7,0.06,0.13,0.13,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Lucas Martínez Quarta,arARG,DF,Fiorentina,Serie A,28-352,1996,2024-25,8,4,351,3.9,1,0,0.7,0.7,0.0,0.7,3,14,2,0.01,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ramón Martínez,esESP,DF,Sevilla,La Liga,22-187,2002,2024-25,2,1,96,1.1,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Toni Martínez,esESP,"FW,MF",Alavés,La Liga,27-301,1997,2024-25,25,8,912,10.1,4,0,3.0,3.0,0.6,3.6,13,11,51,0.06,0.36,0.36,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Kevin Martins,itITA,"MF,DF",Monza,Serie A,20-086,2005,2024-25,9,1,183,2.0,0,1,0.0,0.0,0.4,0.4,3,6,10,0.19,0.19,0.19,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Javi Martón,esESP,"FW,MF",Athletic Club,La Liga,25-356,1999,2024-25,3,0,53,0.6,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Adam Marušić,meMNE,DF,Lazio,Serie A,32-192,1992,2024-25,30,21,2003,22.3,4,0,1.8,1.8,0.5,2.3,17,64,80,0.02,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Marvin,esESP,"DF,FW",Las Palmas,La Liga,24-298,2000,2024-25,18,7,782,8.7,0,0,0.2,0.2,0.8,1.0,23,21,52,0.1,0.12,0.12,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Omar Mascarell,gqEQG,MF,Mallorca,La Liga,32-084,1993,2024-25,27,18,1685,18.7,0,0,0.3,0.3,0.1,0.3,7,55,10,0.0,0.02,0.02,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Adam Masina,maMAR,DF,Torino,Serie A,31-115,1994,2024-25,23,16,1583,17.6,1,2,0.4,0.4,0.3,0.7,13,64,7,0.02,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Patrizio Masini,itITA,MF,Genoa,Serie A,24-090,2001,2024-25,21,11,1088,12.1,1,0,0.4,0.4,0.2,0.5,13,37,20,0.01,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Giorgos Masouras,grGRE,"FW,MF",Bochum,Bundesliga,31-116,1994,2024-25,10,9,766,8.5,2,1,3.6,3.6,0.9,4.5,19,11,54,0.11,0.53,0.53,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Erhan Mašović,rsSRB,DF,Bochum,Bundesliga,26-156,1998,2024-25,16,10,910,10.1,1,1,0.6,0.6,0.9,1.5,1,35,4,0.09,0.15,0.15,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Han-Noah Massengo,frFRA,MF,Auxerre,Ligue 1,23-294,2001,2024-25,13,7,707,7.9,0,0,0.4,0.4,0.4,0.8,9,22,8,0.04,0.1,0.1,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Clinton Mata,aoANG,DF,Lyon,Ligue 1,32-171,1992,2024-25,27,25,2259,25.1,0,3,0.2,0.2,1.2,1.4,19,82,23,0.05,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jaime Mata,esESP,FW,Las Palmas,La Liga,36-185,1988,2024-25,25,3,516,5.7,0,0,2.1,2.1,0.1,2.2,6,8,32,0.02,0.38,0.38,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Igor Matanovic,hrCRO,FW,Eint Frankfurt,Bundesliga,22-027,2003,2024-25,16,2,312,3.5,1,0,1.1,1.1,0.0,1.2,2,6,19,0.01,0.34,0.34,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pape Matar Sarr,snSEN,MF,Tottenham,gPremier League,22-225,2002,2024-25,31,18,1591,17.7,3,2,3.3,3.3,1.5,4.8,29,79,50,0.09,0.27,0.27,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Eliot Matazo,beBEL,MF,Monaco,Ligue 1,23-071,2002,2024-25,3,1,68,0.8,0,0,0.0,0.0,0.1,0.1,0,7,3,0.08,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jean-Philippe Mateta,frFRA,FW,Crystal Palace,gPremier League,27-303,1997,2024-25,33,30,2442,27.1,14,2,12.1,10.5,3.1,13.6,37,46,114,0.11,0.56,0.5,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Nemanja Matić,rsSRB,MF,Lyon,Ligue 1,36-269,1988,2024-25,26,23,1854,20.6,0,1,0.0,0.0,1.2,1.2,34,136,13,0.06,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Rudy Matondo,frFRA,MF,Auxerre,Ligue 1,17-045,2008,2024-25,3,0,35,0.4,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Chrislain Matsima,frFRA,DF,Augsburg,Bundesliga,22-347,2002,2024-25,27,25,2281,25.3,1,0,1.5,1.5,0.1,1.6,13,73,9,0.0,0.06,0.06,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Jean Mattéo Bahoya,frFRA,"MF,FW",Eint Frankfurt,Bundesliga,19-355,2005,2024-25,22,8,803,8.9,2,3,1.8,1.8,1.7,3.6,23,27,85,0.19,0.4,0.4,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Alan Matturro,uyURU,DF,Genoa,Serie A,20-198,2004,2024-25,13,9,900,10.0,0,0,0.2,0.2,0.2,0.4,12,15,9,0.02,0.04,0.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Azor Matusiwa,nlNED,MF,Rennes,Ligue 1,26-364,1998,2024-25,26,21,1904,21.2,1,2,1.2,1.2,1.3,2.5,14,124,23,0.06,0.12,0.12,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Neal Maupay,frFRA,FW,Marseille,Ligue 1,28-256,1996,2024-25,21,13,1034,11.5,4,4,4.1,4.1,2.2,6.3,11,36,79,0.19,0.55,0.55,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Maurides,brBRA,FW,St. Pauli,Bundesliga,31-048,1994,2024-25,1,0,2,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Stephy Mavididi,engENG,FW,Leicester City,gPremier League,26-331,1998,2024-25,30,16,1615,17.9,4,1,1.8,1.8,2.6,4.4,91,57,138,0.15,0.25,0.25,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Konstantinos Mavropanos,grGRE,DF,West Ham,gPremier League,27-137,1997,2024-25,30,20,1944,21.6,0,0,1.5,1.5,0.5,2.0,16,60,2,0.02,0.09,0.09,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Christian Mawissa,frFRA,DF,Monaco,Ligue 1,20-009,2005,2024-25,19,15,1316,14.6,0,0,0.1,0.1,0.0,0.1,13,37,9,0.0,0.01,0.01,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Keke Maximilian Topp,deGER,"FW,MF",Werder Bremen,Bundesliga,21-033,2004,2024-25,17,1,244,2.7,1,2,0.8,0.8,2.0,2.8,10,8,25,0.74,1.04,1.04,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Borja Mayoral,esESP,FW,Getafe,La Liga,28-022,1997,2024-25,19,3,751,8.3,4,1,3.1,2.3,0.8,3.1,4,11,32,0.1,0.47,0.37,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Senny Mayulu,frFRA,MF,Paris S-G,Ligue 1,18-345,2006,2024-25,17,6,597,6.6,1,1,2.4,2.4,1.6,4.0,21,30,50,0.24,0.6,0.6,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Noussair Mazraoui,maMAR,DF,Manchester Utd,gPremier League,27-164,1997,2024-25,33,30,2565,28.5,0,1,0.6,0.6,1.3,1.9,36,102,47,0.05,0.07,0.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Luca Mazzitelli,itITA,MF,Como,Serie A,29-163,1995,2024-25,11,3,335,3.7,1,1,0.2,0.2,0.6,0.8,2,27,14,0.15,0.21,0.21,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Pasquale Mazzocchi,itITA,"DF,FW",Napoli,Serie A,29-274,1995,2024-25,18,7,691,7.7,0,0,0.3,0.3,0.4,0.6,20,23,42,0.05,0.08,0.08,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Samuel Mbangula,beBEL,FW,Juventus,Serie A,21-101,2004,2024-25,21,7,704,7.8,3,3,0.5,0.5,1.4,1.8,25,17,44,0.18,0.24,0.24,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ethan Mbappé,frFRA,"MF,FW",Lille,Ligue 1,18-119,2006,2024-25,9,1,217,2.4,0,0,1.1,1.1,1.5,2.6,6,8,32,0.62,1.07,1.07,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Kylian Mbappé,frFRA,FW,Real Madrid,La Liga,26-128,1998,2024-25,29,29,2457,27.3,22,3,19.9,14.4,6.5,20.9,122,119,325,0.24,0.97,0.76,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Ibrahim Mbaye,frFRA,FW,Paris S-G,Ligue 1,17-093,2008,2024-25,7,2,160,1.8,1,0,1.1,1.1,0.9,2.0,8,6,35,0.52,1.11,1.11,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Bryan Mbeumo,cmCMR,FW,Brentford,gPremier League,25-263,1999,2024-25,33,33,2964,32.9,18,6,10.6,6.6,7.8,14.5,110,125,300,0.24,0.56,0.44,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
James Mcatee,engENG,"MF,FW",Manchester City,gPremier League,22-191,2002,2024-25,13,2,297,3.3,3,0,2.8,2.8,0.3,3.1,7,6,25,0.1,0.95,0.95,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Kasey McAteer,ieIRL,"FW,MF",Leicester City,gPremier League,23-156,2001,2024-25,14,5,529,5.9,0,1,0.6,0.6,0.5,1.1,14,10,48,0.08,0.18,0.18,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
Oliver McBurnie,sctSCO,FW,Las Palmas,La Liga,28-327,1996,2024-25,29,16,1476,16.4,2,6,4.3,4.3,2.6,6.9,6,25,66,0.16,0.42,0.42,FBref Big 5 standard player stats,https://fbref.com/en/comps/Big5/stats/players/Big-5-European-Leagues-Stats,2026-06-15
